PROCEDURE_CODE,CPT4_CODE,CPT4_DESCRIPTION
3482,15221,"Full thickness graft, free, including direct closure of donor site, scalp, arms, and/or legs; each additional 20 sq cm (List separately in addition to code for primary procedure)"
3483,15240,"Full thickness graft, free, including direct closure of donor site, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet; 20 sq cm or less"
3484,15241,"Full thickness graft, free, including direct closure of donor site, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands, and/or feet; each additional 20 sq cm (List separately in addition to code for primary procedure)"
3485,15260,"Full thickness graft, free, including direct closure of donor site, nose, ears, eyelids, and/or lips; 20 sq cm or less"
3486,15261,"Full thickness graft, free, including direct closure of donor site, nose, ears, eyelids, and/or lips; each additional 20 sq cm (List separately in addition to code for primary procedure)"
3506,15330,"Acellular dermal allograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children"
3508,15335,"Acellular dermal allograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children"
3535,15400,"Xenograft, skin (dermal), for temporary wound closure, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children"
3536,15401,"Xenograft, skin (dermal), for temporary wound closure, trunk, arms, legs; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in addition to code for primary procedure)"
3543,15430,"Acellular xenograft implant; first 100 sq cm or less, or 1% of body area of infants and children"
3552,15570,"Formation of direct or tubed pedicle, with or without transfer; trunk"
3553,15572,"Formation of direct or tubed pedicle, with or without transfer; scalp, arms, or legs"
3554,15574,"Formation of direct or tubed pedicle, with or without transfer; forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands or feet"
3555,15576,"Formation of direct or tubed pedicle, with or without transfer; eyelids, nose, ears, lips, or intraoral"
3556,15600,Delay of flap or sectioning of flap (division and inset); at trunk
3557,15610,"Delay of flap or sectioning of flap (division and inset); at scalp, arms, or legs"
3558,15620,"Delay of flap or sectioning of flap (division and inset); at forehead, cheeks, chin, neck, axillae, genitalia, hands, or feet"
3559,15630,"Delay of flap or sectioning of flap (division and inset); at eyelids, nose, ears, or lips"
3560,15650,"Transfer, intermediate, of any pedicle flap (eg, abdomen to wrist, Walking tube), any location"
3562,15731,"Forehead flap with preservation of vascular pedicle (eg, axial pattern flap, paramedian forehead flap)"
3563,15732,"Muscle, myocutaneous, or fasciocutaneous flap; head and neck (eg, temporalis, masseter muscle, sternocleidomastoid, levator scapulae)"
3564,15734,"Muscle, myocutaneous, or fasciocutaneous flap; trunk"
3565,15736,"Muscle, myocutaneous, or fasciocutaneous flap; upper extremity"
3566,15738,"Muscle, myocutaneous, or fasciocutaneous flap; lower extremity"
3567,15740,Flap; island pedicle
3568,15750,Flap; neurovascular pedicle
3569,15756,Free muscle or myocutaneous flap with microvascular anastomosis
3570,15757,Free skin flap with microvascular anastomosis
3571,15758,Free fascial flap with microvascular anastomosis
3572,15760,"Graft; composite (eg, full thickness of external ear or nasal ala), including primary closure, donor area"
3573,15770,Graft; derma-fat-fascia
3576,15780,"Dermabrasion; total face (eg, for acne scarring, fine wrinkling, rhytids, general keratosis)"
3577,15781,"Dermabrasion; segmental, face"
3578,15782,"Dermabrasion; regional, other than face"
3580,15786,"Abrasion; single lesion (eg, keratosis, scar)"
3582,15788,"Chemical peel, facial; epidermal"
3583,15789,"Chemical peel, facial; dermal"
3584,15792,"Chemical peel, nonfacial; epidermal"
3585,15793,"Chemical peel, nonfacial; dermal"
3586,15819,Cervicoplasty
3587,15820,"Blepharoplasty, lower eyelid;"
3588,15821,"Blepharoplasty, lower eyelid; with extensive herniated fat pad"
3589,15822,"Blepharoplasty, upper eyelid;"
3590,15823,"Blepharoplasty, upper eyelid; with excessive skin weighting down lid"
3591,15824,Rhytidectomy; forehead
3592,15825,"Rhytidectomy; neck with platysmal tightening (platysmal flap, P-flap)"
3593,15826,Rhytidectomy; glabellar frown lines
3594,15828,"Rhytidectomy; cheek, chin, and neck"
3595,15829,Rhytidectomy; superficial musculoaponeurotic system (SMAS) flap
3596,15830,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); abdomen, infraumbilical panniculectomy"
3597,15832,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); thigh"
3598,15833,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); leg"
3599,15834,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); hip"
3600,15835,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); buttock"
3601,15836,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); arm"
3602,15837,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); forearm or hand"
3603,15838,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); submental fat pad"
3604,15839,"Excision, excessive skin and subcutaneous tissue (includes lipectomy); other area"
3605,15840,Graft for facial nerve paralysis; free fascia graft (including obtaining fascia)
3606,15841,Graft for facial nerve paralysis; free muscle graft (including obtaining graft)
3607,15842,Graft for facial nerve paralysis; free muscle flap by microsurgical technique
3608,15845,Graft for facial nerve paralysis; regional muscle transfer
3609,15847,"Excision, excessive skin and subcutaneous tissue (includes lipectomy), abdomen (eg, abdominoplasty) (includes umbilical transposition and fascial plication) (List separately in addition to code for primary procedure)"
3610,15850,"Removal of sutures under anesthesia (other than local), same surgeon"
3611,15851,"Removal of sutures under anesthesia (other than local), other surgeon"
3612,15852,Dressing change (for other than burns) under anesthesia (other than local)
3613,15860,"Intravenous injection of agent (eg, fluorescein) to test vascular flow in flap or graft"
3614,15876,Suction assisted lipectomy; head and neck
3615,15877,Suction assisted lipectomy; trunk
3616,15878,Suction assisted lipectomy; upper extremity
3617,15879,Suction assisted lipectomy; lower extremity
3619,15920,"Excision, coccygeal pressure ulcer, with coccygectomy; with primary suture"
3621,15931,"Excision, sacral pressure ulcer, with primary suture;"
3622,15933,"Excision, sacral pressure ulcer, with primary suture; with ostectomy"
3623,15934,"Excision, sacral pressure ulcer, with skin flap closure;"
3624,15935,"Excision, sacral pressure ulcer, with skin flap closure; with ostectomy"
3625,15936,"Excision, sacral pressure ulcer, in preparation for muscle or myocutaneous flap or skin graft closure;"
3626,15937,"Excision, sacral pressure ulcer, in preparation for muscle or myocutaneous flap or skin graft closure; with ostectomy"
3627,15940,"Excision, ischial pressure ulcer, with primary suture;"
3628,15941,"Excision, ischial pressure ulcer, with primary suture; with ostectomy (ischiectomy)"
3629,15944,"Excision, ischial pressure ulcer, with skin flap closure;"
3630,15945,"Excision, ischial pressure ulcer, with skin flap closure; with ostectomy"
3631,15946,"Excision, ischial pressure ulcer, with ostectomy, in preparation for muscle or myocutaneous flap or skin graft closure"
3632,15950,"Excision, trochanteric pressure ulcer, with primary suture;"
3636,15956,"Excision, trochanteric pressure ulcer, in preparation for muscle or myocutaneous flap or skin graft closure;"
3637,15958,"Excision, trochanteric pressure ulcer, in preparation for muscle or myocutaneous flap or skin graft closure; with ostectomy"
3638,15999,"Unlisted procedure, excision pressure ulcer"
3682,16000,"Initial treatment, first degree burn, when no more than local treatment is required"
3683,16020,"Dressings and/or debridement of partial-thickness burns, initial or subsequent; small (less than 5% total body surface area)"
3684,16025,"Dressings and/or debridement of partial-thickness burns, initial or subsequent; medium (eg, whole face or whole extremity, or 5% to 10% total body surface area)"
3686,16035,Escharotomy; initial incision
3702,17000,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), premalignant lesions (eg, actinic keratoses); first lesion"
3703,17003,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), premalignant lesions (eg, actinic keratoses); second through 14 lesions, each (List separately in addition to code for first lesion)"
3704,17004,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), premalignant lesions (eg, actinic keratoses), 15 or more lesions"
3728,17106,"Destruction of cutaneous vascular proliferative lesions (eg, laser technique); less than 10 sq cm"
3729,17107,"Destruction of cutaneous vascular proliferative lesions (eg, laser technique); 10.0 to 50.0 sq cm"
3730,17108,"Destruction of cutaneous vascular proliferative lesions (eg, laser technique); over 50.0 sq cm"
3733,17110,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), of benign lesions other than skin tags or cutaneous vascular lesions; up to 14 lesions"
3734,17111,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), of benign lesions other than skin tags or cutaneous vascular lesions; 15 or more lesions"
3758,17250,"Chemical cauterization of granulation tissue (proud flesh, sinus or fistula)"
3759,17260,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), trunk, arms or legs; lesion diameter 0.5 cm or less"
3760,17261,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), trunk, arms or legs; lesion diameter 0.6 to 1.0 cm"
3761,17262,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), trunk, arms or legs; lesion diameter 1.1 to 2.0 cm"
3762,17263,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), trunk, arms or legs; lesion diameter 2.1 to 3.0 cm"
3763,17264,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), trunk, arms or legs; lesion diameter 3.1 to 4.0 cm"
3764,17266,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), trunk, arms or legs; lesion diameter over 4.0 cm"
3768,17270,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less"
3769,17271,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diameter 0.6 to 1.0 cm"
3770,17272,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diameter 1.1 to 2.0 cm"
3771,17273,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diameter 2.1 to 3.0 cm"
3772,17274,"Destruction, malignant lesion (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), scalp, neck, hands, feet, genitalia; lesion diameter 3.1 to 4.0 cm"
